,Start Date,End Date,Time Scheduled,Duration (in seconds),expiwellID,Participant ID,onTask,visImag,inSpeech,intent,struct,real,concAbs,import,relGoal,fullDev,oftMind,emotVal,tempOr,funct,functOth
2136,05/23/2024 10:26AM,05/23/2024 10:27AM,05/23/2024 10:22AM - 05/23/2024 10:42AM,86.739,664cb487cfaa164d863247a6,110,5.0,3.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,2.0,6.0,1.0,5.0,
2137,05/23/2024 01:36PM,05/23/2024 01:37PM,05/23/2024 01:35PM - 05/23/2024 01:55PM,99.362,664cb487cfaa164d863247a6,110,5.0,7.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,
2138,05/23/2024 04:29PM,05/23/2024 04:31PM,05/23/2024 04:22PM - 05/23/2024 04:42PM,87.953,664cb487cfaa164d863247a6,110,4.0,5.0,5.0,1.0,3.0,5.0,7.0,3.0,1.0,3.0,2.0,5.0,3.0,2.0,
2139,05/23/2024 07:36PM,05/23/2024 07:38PM,05/23/2024 07:35PM - 05/23/2024 07:55PM,115.443,664cb487cfaa164d863247a6,110,4.0,7.0,7.0,1.0,1.0,7.0,7.0,4.0,1.0,1.0,4.0,6.0,1.0,5.0,
2140,05/24/2024 10:35AM,05/24/2024 10:36AM,05/24/2024 10:24AM - 05/24/2024 10:44AM,72.422,664cb487cfaa164d863247a6,110,5.0,3.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,1.0,1.0,3.0,
2141,05/24/2024 12:25PM,05/24/2024 12:27PM,05/24/2024 12:22PM - 05/24/2024 12:42PM,151.825,664cb487cfaa164d863247a6,110,4.0,1.0,4.0,1.0,7.0,7.0,4.0,7.0,7.0,4.0,4.0,1.0,2.0,3.0,
2144,05/24/2024 05:36PM,05/24/2024 05:37PM,05/24/2024 05:35PM - 05/24/2024 05:55PM,77.744,664cb487cfaa164d863247a6,110,4.0,5.0,3.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,7.0,5.0,2.0,5.0,
2146,05/25/2024 09:43AM,05/25/2024 09:44AM,05/25/2024 09:30AM - 05/25/2024 09:50AM,79.579,664cb487cfaa164d863247a6,110,3.0,5.0,5.0,1.0,1.0,7.0,7.0,4.0,1.0,1.0,2.0,5.0,3.0,5.0,
2147,05/25/2024 12:24PM,05/25/2024 12:25PM,05/25/2024 12:21PM - 05/25/2024 12:41PM,83.033,664cb487cfaa164d863247a6,110,3.0,5.0,4.0,1.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,2.0,
2148,05/25/2024 03:59PM,05/25/2024 04:01PM,05/25/2024 03:53PM - 05/25/2024 04:13PM,123.979,664cb487cfaa164d863247a6,110,3.0,3.0,5.0,3.0,3.0,5.0,6.0,7.0,7.0,5.0,5.0,5.0,3.0,1.0,
2150,05/25/2024 07:33PM,05/25/2024 07:34PM,05/25/2024 07:32PM - 05/25/2024 07:52PM,78.338,664cb487cfaa164d863247a6,110,4.0,5.0,3.0,1.0,7.0,1.0,7.0,4.0,2.0,2.0,3.0,5.0,3.0,5.0,
2151,05/26/2024 09:45AM,05/26/2024 09:46AM,05/26/2024 09:43AM - 05/26/2024 10:03AM,88.874,664cb487cfaa164d863247a6,110,3.0,3.0,5.0,6.0,5.0,5.0,5.0,7.0,7.0,5.0,7.0,4.0,3.0,1.0,
2152,05/26/2024 12:32PM,05/26/2024 12:33PM,05/26/2024 12:31PM - 05/26/2024 12:51PM,57.383,664cb487cfaa164d863247a6,110,3.0,3.0,5.0,3.0,3.0,5.0,7.0,5.0,7.0,4.0,2.0,5.0,3.0,2.0,
2153,05/26/2024 02:16PM,05/26/2024 02:17PM,05/26/2024 02:03PM - 05/26/2024 02:23PM,62.625,664cb487cfaa164d863247a6,110,5.0,3.0,2.0,5.0,3.0,5.0,7.0,5.0,3.0,4.0,3.0,6.0,3.0,2.0,
2155,05/26/2024 05:35PM,05/26/2024 05:36PM,05/26/2024 05:34PM - 05/26/2024 05:54PM,73.115,664cb487cfaa164d863247a6,110,5.0,7.0,2.0,1.0,1.0,3.0,6.0,2.0,1.0,1.0,4.0,3.0,2.0,5.0,
2156,05/26/2024 07:29PM,05/26/2024 07:30PM,05/26/2024 07:18PM - 05/26/2024 07:38PM,64.306,664cb487cfaa164d863247a6,110,5.0,1.0,7.0,3.0,5.0,5.0,7.0,7.0,7.0,5.0,7.0,1.0,3.0,1.0,
2157,05/27/2024 09:52AM,05/27/2024 09:53AM,05/27/2024 09:51AM - 05/27/2024 10:11AM,71.055,664cb487cfaa164d863247a6,110,4.0,5.0,3.0,3.0,1.0,5.0,5.0,3.0,5.0,1.0,2.0,5.0,3.0,2.0,
2159,05/27/2024 01:53PM,05/27/2024 01:54PM,05/27/2024 01:52PM - 05/27/2024 02:12PM,61.054,664cb487cfaa164d863247a6,110,3.0,4.0,2.0,5.0,3.0,6.0,5.0,5.0,1.0,3.0,4.0,5.0,3.0,1.0,
2160,05/27/2024 03:45PM,05/27/2024 03:46PM,05/27/2024 03:44PM - 05/27/2024 04:04PM,60.879,664cb487cfaa164d863247a6,110,3.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,5.0,1.0,2.0,1.0,
2164,05/28/2024 01:23PM,05/28/2024 01:25PM,05/28/2024 01:22PM - 05/28/2024 01:42PM,119.449,664cb487cfaa164d863247a6,110,5.0,3.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,7.0,5.0,3.0,1.0,
2165,05/28/2024 04:27PM,05/28/2024 04:28PM,05/28/2024 04:26PM - 05/28/2024 04:46PM,51.857,664cb487cfaa164d863247a6,110,3.0,5.0,5.0,7.0,5.0,7.0,7.0,7.0,1.0,5.0,4.0,7.0,1.0,5.0,
2166,05/28/2024 05:47PM,05/28/2024 05:48PM,05/28/2024 05:44PM - 05/28/2024 06:04PM,57.922,664cb487cfaa164d863247a6,110,4.0,7.0,5.0,5.0,3.0,7.0,4.0,7.0,3.0,4.0,4.0,7.0,1.0,5.0,
2167,05/28/2024 07:23PM,05/28/2024 07:25PM,05/28/2024 07:22PM - 05/28/2024 07:42PM,112.837,664cb487cfaa164d863247a6,110,3.0,3.0,5.0,7.0,5.0,7.0,7.0,7.0,5.0,3.0,3.0,2.0,3.0,3.0,
2168,05/22/2024 10:07AM,05/22/2024 10:11AM,05/22/2024 09:56AM - 05/22/2024 10:16AM,251.385,6648da0d7ef6a98d403dcdd5,112,2.0,3.0,4.0,4.0,4.0,6.0,6.0,5.0,4.0,2.0,5.0,3.0,2.0,3.0,
2184,05/25/2024 12:40PM,05/25/2024 12:41PM,05/25/2024 12:39PM - 05/25/2024 12:59PM,53.013,6648da0d7ef6a98d403dcdd5,112,2.0,1.0,6.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,2.0,4.0,2.0,1.0,
2205,05/28/2024 08:20PM,05/28/2024 08:21PM,05/28/2024 08:19PM - 05/28/2024 08:39PM,49.515,6648da0d7ef6a98d403dcdd5,112,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,6.0,4.0,3.0,4.0,
2271,05/23/2024 09:14AM,05/23/2024 09:20AM,05/23/2024 09:13AM - 05/23/2024 09:33AM,336.072,664ab385660ad4ff63304bcf,115,2.0,3.0,7.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,5.0,7.0,2.0,1.0,
2272,05/23/2024 11:46AM,05/23/2024 11:49AM,05/23/2024 11:42AM - 05/23/2024 12:02PM,163.431,664ab385660ad4ff63304bcf,115,4.0,3.0,5.0,3.0,5.0,7.0,4.0,5.0,2.0,5.0,3.0,6.0,2.0,6.0,
2273,05/23/2024 01:40PM,05/23/2024 01:42PM,05/23/2024 01:37PM - 05/23/2024 01:57PM,62.979,664ab385660ad4ff63304bcf,115,2.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,4.0,
2274,05/23/2024 03:04PM,05/23/2024 03:05PM,05/23/2024 03:02PM - 05/23/2024 03:22PM,41.923,664ab385660ad4ff63304bcf,115,2.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,2.0,3.0,
2275,05/23/2024 06:01PM,05/23/2024 06:01PM,05/23/2024 05:56PM - 05/23/2024 06:16PM,29.533,664ab385660ad4ff63304bcf,115,2.0,2.0,7.0,3.0,5.0,2.0,5.0,5.0,4.0,6.0,5.0,6.0,3.0,2.0,
2276,05/23/2024 08:05PM,05/23/2024 08:05PM,05/23/2024 07:57PM - 05/23/2024 08:17PM,39.081,664ab385660ad4ff63304bcf,115,4.0,3.0,7.0,5.0,3.0,4.0,4.0,3.0,6.0,5.0,7.0,5.0,2.0,3.0,
2277,05/24/2024 10:07AM,05/24/2024 10:08AM,05/24/2024 10:05AM - 05/24/2024 10:25AM,38.606,664ab385660ad4ff63304bcf,115,2.0,1.0,7.0,5.0,6.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,2.0,2.0,
2278,05/24/2024 11:40AM,05/24/2024 11:40AM,05/24/2024 11:27AM - 05/24/2024 11:47AM,29.156,664ab385660ad4ff63304bcf,115,3.0,2.0,6.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,7.0,6.0,3.0,2.0,
2279,05/24/2024 02:29PM,05/24/2024 02:30PM,05/24/2024 02:27PM - 05/24/2024 02:47PM,37.246,664ab385660ad4ff63304bcf,115,4.0,3.0,7.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,
2280,05/24/2024 03:29PM,05/24/2024 03:30PM,05/24/2024 03:18PM - 05/24/2024 03:38PM,44.569,664ab385660ad4ff63304bcf,115,2.0,4.0,2.0,3.0,3.0,5.0,2.0,4.0,5.0,6.0,5.0,7.0,2.0,2.0,
2281,05/24/2024 07:05PM,05/24/2024 07:06PM,05/24/2024 07:04PM - 05/24/2024 07:24PM,48.641,664ab385660ad4ff63304bcf,115,2.0,3.0,6.0,4.0,5.0,3.0,4.0,6.0,6.0,5.0,4.0,3.0,2.0,4.0,
2282,05/25/2024 10:37AM,05/25/2024 10:38AM,05/25/2024 10:36AM - 05/25/2024 10:56AM,28.734,664ab385660ad4ff63304bcf,115,2.0,3.0,7.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,
2283,05/25/2024 12:30PM,05/25/2024 12:31PM,05/25/2024 12:23PM - 05/25/2024 12:43PM,60.633,664ab385660ad4ff63304bcf,115,2.0,2.0,6.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,2.0,6.0,2.0,2.0,
2286,05/25/2024 05:24PM,05/25/2024 05:25PM,05/25/2024 05:23PM - 05/25/2024 05:43PM,28.531,664ab385660ad4ff63304bcf,115,2.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,
2287,05/25/2024 08:43PM,05/25/2024 08:43PM,05/25/2024 08:38PM - 05/25/2024 08:58PM,39.327,664ab385660ad4ff63304bcf,115,2.0,3.0,6.0,3.0,4.0,3.0,3.0,6.0,4.0,4.0,4.0,4.0,2.0,2.0,
2288,05/26/2024 09:07AM,05/26/2024 09:08AM,05/26/2024 09:05AM - 05/26/2024 09:25AM,54.336,664ab385660ad4ff63304bcf,115,2.0,1.0,7.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,6.0,4.0,3.0,1.0,
2289,05/26/2024 12:18PM,05/26/2024 12:18PM,05/26/2024 12:10PM - 05/26/2024 12:30PM,25.49,664ab385660ad4ff63304bcf,115,2.0,3.0,2.0,6.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,
2290,05/26/2024 02:30PM,05/26/2024 02:30PM,05/26/2024 02:27PM - 05/26/2024 02:47PM,50.331,664ab385660ad4ff63304bcf,115,2.0,3.0,5.0,2.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,3.0,
2291,05/26/2024 03:17PM,05/26/2024 03:18PM,05/26/2024 03:06PM - 05/26/2024 03:26PM,41.179,664ab385660ad4ff63304bcf,115,2.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,5.0,2.0,4.0,3.0,2.0,1.0,
2292,05/26/2024 06:06PM,05/26/2024 06:06PM,05/26/2024 06:05PM - 05/26/2024 06:25PM,23.539,664ab385660ad4ff63304bcf,115,2.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,
2293,05/26/2024 07:42PM,05/26/2024 07:42PM,05/26/2024 07:41PM - 05/26/2024 08:01PM,28.398,664ab385660ad4ff63304bcf,115,2.0,3.0,5.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,1.0,3.0,
2296,05/27/2024 02:00PM,05/27/2024 02:01PM,05/27/2024 01:59PM - 05/27/2024 02:19PM,33.48,664ab385660ad4ff63304bcf,115,2.0,7.0,1.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,1.0,
2298,05/27/2024 05:39PM,05/27/2024 05:42PM,05/27/2024 05:38PM - 05/27/2024 05:58PM,167.768,664ab385660ad4ff63304bcf,115,2.0,6.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,
2299,05/27/2024 07:06PM,05/27/2024 07:07PM,05/27/2024 07:04PM - 05/27/2024 07:24PM,28.492,664ab385660ad4ff63304bcf,115,2.0,3.0,5.0,4.0,4.0,6.0,4.0,3.0,5.0,3.0,6.0,6.0,2.0,2.0,
2302,05/28/2024 02:12PM,05/28/2024 02:13PM,05/28/2024 02:10PM - 05/28/2024 02:30PM,26.689,664ab385660ad4ff63304bcf,115,2.0,6.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,
2303,05/28/2024 03:39PM,05/28/2024 03:41PM,05/28/2024 03:38PM - 05/28/2024 03:58PM,88.198,664ab385660ad4ff63304bcf,115,2.0,3.0,5.0,1.0,1.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,
2304,05/28/2024 05:57PM,05/28/2024 05:57PM,05/28/2024 05:55PM - 05/28/2024 06:15PM,37.549,664ab385660ad4ff63304bcf,115,2.0,5.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,
2306,05/29/2024 09:29AM,05/29/2024 09:30AM,05/29/2024 09:23AM - 05/29/2024 09:43AM,37.425,664ab385660ad4ff63304bcf,115,2.0,3.0,1.0,5.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,
2310,05/29/2024 08:30PM,05/29/2024 08:31PM,05/29/2024 08:29PM - 05/29/2024 08:49PM,30.762,664ab385660ad4ff63304bcf,115,5.0,5.0,2.0,4.0,3.0,4.0,4.0,5.0,6.0,7.0,5.0,4.0,2.0,3.0,
2348,05/23/2024 09:55AM,05/23/2024 09:57AM,05/23/2024 09:43AM - 05/23/2024 10:03AM,99.511,664ddcbacfaa164d863af184,117,4.0,4.0,5.0,2.0,3.0,6.0,6.0,7.0,1.0,4.0,5.0,2.0,3.0,1.0,
2349,05/23/2024 12:06PM,05/23/2024 12:07PM,05/23/2024 11:55AM - 05/23/2024 12:15PM,105.099,664ddcbacfaa164d863af184,117,3.0,3.0,5.0,4.0,2.0,5.0,5.0,6.0,2.0,5.0,5.0,2.0,3.0,3.0,
2350,05/23/2024 03:22PM,05/23/2024 03:23PM,05/23/2024 03:10PM - 05/23/2024 03:30PM,58.382,664ddcbacfaa164d863af184,117,2.0,2.0,4.0,3.0,5.0,4.0,5.0,7.0,5.0,5.0,5.0,3.0,3.0,2.0,
2351,05/23/2024 05:37PM,05/23/2024 05:38PM,05/23/2024 05:26PM - 05/23/2024 05:46PM,62.714,664ddcbacfaa164d863af184,117,2.0,2.0,5.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,2.0,
2352,05/23/2024 07:37PM,05/23/2024 07:39PM,05/23/2024 07:31PM - 05/23/2024 07:51PM,108.724,664ddcbacfaa164d863af184,117,2.0,3.0,4.0,7.0,6.0,7.0,5.0,5.0,4.0,5.0,5.0,6.0,3.0,2.0,
2353,05/24/2024 09:18AM,05/24/2024 09:19AM,05/24/2024 09:17AM - 05/24/2024 09:37AM,71.252,664ddcbacfaa164d863af184,117,2.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,1.0,
2354,05/24/2024 12:46PM,05/24/2024 12:46PM,05/24/2024 12:35PM - 05/24/2024 12:55PM,26.862,664ddcbacfaa164d863af184,117,3.0,3.0,3.0,4.0,3.0,6.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,3.0,
2355,05/24/2024 02:21PM,05/24/2024 02:23PM,05/24/2024 02:20PM - 05/24/2024 02:40PM,78.862,664ddcbacfaa164d863af184,117,2.0,2.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,6.0,4.0,1.0,6.0,
2356,05/24/2024 04:37PM,05/24/2024 04:38PM,05/24/2024 04:26PM - 05/24/2024 04:46PM,72.175,664ddcbacfaa164d863af184,117,3.0,3.0,5.0,1.0,2.0,5.0,3.0,6.0,2.0,1.0,5.0,2.0,1.0,1.0,
2357,05/24/2024 06:44PM,05/24/2024 06:45PM,05/24/2024 06:36PM - 05/24/2024 06:56PM,40.114,664ddcbacfaa164d863af184,117,2.0,1.0,1.0,1.0,1.0,5.0,3.0,7.0,7.0,5.0,7.0,7.0,2.0,4.0,
2358,05/24/2024 07:32PM,05/24/2024 07:33PM,05/24/2024 07:29PM - 05/24/2024 07:49PM,58.529,664ddcbacfaa164d863af184,117,4.0,1.0,3.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,2.0,4.0,
2359,05/25/2024 10:07AM,05/25/2024 10:09AM,05/25/2024 10:06AM - 05/25/2024 10:26AM,90.988,664ddcbacfaa164d863af184,117,3.0,5.0,5.0,3.0,3.0,5.0,6.0,7.0,2.0,6.0,5.0,2.0,3.0,2.0,
2360,05/25/2024 11:57AM,05/25/2024 11:58AM,05/25/2024 11:53AM - 05/25/2024 12:13PM,61.805,664ddcbacfaa164d863af184,117,2.0,4.0,2.0,5.0,5.0,6.0,7.0,6.0,4.0,7.0,6.0,4.0,2.0,2.0,
2361,05/25/2024 02:10PM,05/25/2024 02:11PM,05/25/2024 02:09PM - 05/25/2024 02:29PM,53.387,664ddcbacfaa164d863af184,117,5.0,1.0,7.0,1.0,7.0,6.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,
2381,05/29/2024 11:43AM,05/29/2024 11:43AM,05/29/2024 11:32AM - 05/29/2024 11:52AM,47.122,664ddcbacfaa164d863af184,117,2.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,6.0,3.0,2.0,
2424,05/23/2024 12:34PM,05/23/2024 12:35PM,05/23/2024 12:33PM - 05/23/2024 12:53PM,66.481,664dd91535c6ffacb4d101fb,119,5.0,7.0,1.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,1.0,4.0,2.0,1.0,
2425,05/23/2024 03:37PM,05/23/2024 03:38PM,05/23/2024 03:36PM - 05/23/2024 03:56PM,65.782,664dd91535c6ffacb4d101fb,119,5.0,1.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,2.0,2.0,
2441,05/26/2024 06:30PM,05/26/2024 06:31PM,05/26/2024 06:29PM - 05/26/2024 06:49PM,54.312,664dd91535c6ffacb4d101fb,119,5.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,2.0,1.0,
2445,05/28/2024 01:06PM,05/28/2024 01:07PM,05/28/2024 01:05PM - 05/28/2024 01:25PM,46.947,664dd91535c6ffacb4d101fb,119,5.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,3.0,2.0,
2463,05/23/2024 09:15AM,05/23/2024 09:17AM,05/23/2024 09:06AM - 05/23/2024 09:26AM,122.865,664df1a551501094c9be8f8c,121,2.0,1.0,3.0,1.0,7.0,7.0,5.0,7.0,5.0,3.0,3.0,6.0,3.0,4.0,
2465,05/23/2024 01:35PM,05/23/2024 01:39PM,05/23/2024 01:32PM - 05/23/2024 01:52PM,239.964,664df1a551501094c9be8f8c,121,2.0,3.0,1.0,1.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,1.0,3.0,
2466,05/23/2024 03:48PM,05/23/2024 03:50PM,05/23/2024 03:47PM - 05/23/2024 04:07PM,99.111,664df1a551501094c9be8f8c,121,3.0,1.0,1.0,5.0,7.0,5.0,7.0,3.0,1.0,5.0,3.0,3.0,2.0,1.0,
2467,05/23/2024 05:57PM,05/23/2024 05:59PM,05/23/2024 05:56PM - 05/23/2024 06:16PM,104.02,664df1a551501094c9be8f8c,121,2.0,4.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,3.0,1.0,
2468,05/24/2024 09:27AM,05/24/2024 09:34AM,05/24/2024 09:26AM - 05/24/2024 09:46AM,394.381,664df1a551501094c9be8f8c,121,2.0,3.0,1.0,1.0,3.0,5.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,5.0,
2472,05/25/2024 09:58AM,05/25/2024 10:00AM,05/25/2024 09:50AM - 05/25/2024 10:10AM,130.723,664df1a551501094c9be8f8c,121,3.0,3.0,1.0,1.0,7.0,7.0,1.0,3.0,1.0,5.0,3.0,4.0,2.0,2.0,
2476,05/25/2024 05:35PM,05/25/2024 05:42PM,05/25/2024 05:34PM - 05/25/2024 05:54PM,443.735,664df1a551501094c9be8f8c,121,2.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,3.0,4.0,
2481,05/26/2024 06:37PM,05/26/2024 06:39PM,05/26/2024 06:35PM - 05/26/2024 06:55PM,126.41,664df1a551501094c9be8f8c,121,5.0,3.0,3.0,1.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,2.0,1.0,3.0,
2485,05/27/2024 04:35PM,05/27/2024 04:38PM,05/27/2024 04:30PM - 05/27/2024 04:50PM,161.104,664df1a551501094c9be8f8c,121,3.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,2.0,1.0,
2486,05/27/2024 06:22PM,05/27/2024 06:23PM,05/27/2024 06:15PM - 05/27/2024 06:35PM,55.36,664df1a551501094c9be8f8c,121,3.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,3.0,2.0,
2491,05/29/2024 02:38PM,05/29/2024 02:39PM,05/29/2024 02:36PM - 05/29/2024 02:56PM,63.025,664df1a551501094c9be8f8c,121,2.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,6.0,2.0,1.0,
2492,05/29/2024 04:22PM,05/29/2024 04:24PM,05/29/2024 04:21PM - 05/29/2024 04:41PM,75.192,664df1a551501094c9be8f8c,121,2.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,6.0,1.0,3.0,
2494,05/23/2024 11:14AM,05/23/2024 11:16AM,05/23/2024 11:02AM - 05/23/2024 11:22AM,105.082,664de90335c6ffacb4d18b97,122,2.0,3.0,3.0,5.0,5.0,6.0,7.0,7.0,7.0,6.0,5.0,7.0,3.0,4.0,
2495,05/23/2024 02:08PM,05/23/2024 02:09PM,05/23/2024 02:06PM - 05/23/2024 02:26PM,74.433,664de90335c6ffacb4d18b97,122,2.0,3.0,3.0,5.0,2.0,3.0,3.0,6.0,5.0,7.0,6.0,5.0,2.0,2.0,
2498,05/23/2024 08:12PM,05/23/2024 08:13PM,05/23/2024 08:11PM - 05/23/2024 08:31PM,60.102,664de90335c6ffacb4d18b97,122,2.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,5.0,3.0,1.0,1.0,
2499,05/24/2024 10:16AM,05/24/2024 10:18AM,05/24/2024 10:15AM - 05/24/2024 10:35AM,86.536,664de90335c6ffacb4d18b97,122,2.0,5.0,5.0,2.0,4.0,5.0,5.0,6.0,6.0,3.0,2.0,7.0,4.0,2.0,
2501,05/24/2024 01:45PM,05/24/2024 01:45PM,05/24/2024 01:43PM - 05/24/2024 02:03PM,38.811,664de90335c6ffacb4d18b97,122,2.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,6.0,2.0,2.0,
2502,05/24/2024 03:36PM,05/24/2024 03:36PM,05/24/2024 03:35PM - 05/24/2024 03:55PM,26.413,664de90335c6ffacb4d18b97,122,2.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,1.0,
2504,05/24/2024 07:31PM,05/24/2024 07:31PM,05/24/2024 07:30PM - 05/24/2024 07:50PM,38.969,664de90335c6ffacb4d18b97,122,2.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,
2506,05/25/2024 12:14PM,05/25/2024 12:15PM,05/25/2024 12:13PM - 05/25/2024 12:33PM,90.074,664de90335c6ffacb4d18b97,122,2.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,6.0,3.0,2.0,
2508,05/25/2024 04:29PM,05/25/2024 04:29PM,05/25/2024 04:16PM - 05/25/2024 04:36PM,32.425,664de90335c6ffacb4d18b97,122,2.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,4.0,6.0,3.0,2.0,
2509,05/25/2024 05:27PM,05/25/2024 05:28PM,05/25/2024 05:26PM - 05/25/2024 05:46PM,73.472,664de90335c6ffacb4d18b97,122,2.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0,
2511,05/26/2024 11:46AM,05/26/2024 11:46AM,05/26/2024 11:33AM - 05/26/2024 11:53AM,39.66,664de90335c6ffacb4d18b97,122,2.0,5.0,5.0,3.0,5.0,4.0,4.0,7.0,7.0,5.0,5.0,5.0,3.0,2.0,
2513,05/26/2024 04:00PM,05/26/2024 04:01PM,05/26/2024 03:46PM - 05/26/2024 04:06PM,54.439,664de90335c6ffacb4d18b97,122,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,1.0,4.0,1.0,3.0,
2514,05/26/2024 06:20PM,05/26/2024 06:20PM,05/26/2024 06:19PM - 05/26/2024 06:39PM,28.937,664de90335c6ffacb4d18b97,122,2.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,
2516,05/27/2024 10:18AM,05/27/2024 10:19AM,05/27/2024 10:17AM - 05/27/2024 10:37AM,63.07,664de90335c6ffacb4d18b97,122,2.0,7.0,3.0,5.0,5.0,5.0,5.0,7.0,5.0,6.0,5.0,7.0,2.0,1.0,
2519,05/27/2024 03:49PM,05/27/2024 03:50PM,05/27/2024 03:43PM - 05/27/2024 04:03PM,27.554,664de90335c6ffacb4d18b97,122,2.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,
2521,05/27/2024 07:31PM,05/27/2024 07:32PM,05/27/2024 07:28PM - 05/27/2024 07:48PM,37.375,664de90335c6ffacb4d18b97,122,2.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,4.0,3.0,2.0,
2523,05/28/2024 01:45PM,05/28/2024 01:46PM,05/28/2024 01:40PM - 05/28/2024 02:00PM,35.311,664de90335c6ffacb4d18b97,122,2.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,2.0,
